driver_id,name,city,shift_preference,avg_hours_per_day,avg_earnings_per_hour,experience_months,rating,daily_productivity,avg_combined_score,avg_motion_score,avg_audio_score,total_flags,risk_score,risk_label,source
DRV0468,Anjali Patel,Bangalore,evening,8.113652335372013,196,42,4.578728147105144,1592.9733581507176,0.0,0.0,0.0017065927399213,0.0,0.0,LOW,synthetic
DRV0469,Vikram Gupta,Kolkata,evening,7.920204363667765,188,8,4.903570175386117,1491.0103768511383,0.0086521287534836,0.0177134061625489,0.0179561792985685,0.0,2.352635987208888,LOW,synthetic
DRV0470,Meera Verma,Chennai,full_day,8.183115835038116,195,14,4.404464834782191,1578.753574944186,0.5749330206553014,0.7303129686204484,0.414359380377881,2.0,24.06772678206135,MEDIUM,synthetic
DRV0471,Suresh Mishra,Chennai,full_day,8.93835639973332,175,49,4.611094387267853,1524.6122817298804,0.0,0.0137797067607611,0.0,0.0,0.0,LOW,synthetic
DRV0472,Kavita Joshi,Pune,afternoon,9.12581857163797,189,32,4.933275373991029,1812.1834968169528,0.0372639929385614,0.0166866150009502,0.0008088048301681,0.0,1.2938246735583565,LOW,synthetic
DRV0473,Amit Nair,Delhi,full_day,9.328961404177738,171,25,4.887078291654554,1574.3786206445636,0.7562613868647813,0.7788818677552252,0.6969679743114534,1.0,28.379838761448884,MEDIUM,synthetic
DRV0474,Pooja Reddy,Ahmedabad,afternoon,8.389138786819261,170,31,4.690382054618907,1476.8412456383662,0.681631196172735,0.9107395467498643,0.4393167203113058,1.0,30.20610860191049,HIGH,synthetic
DRV0475,Rajesh Iyer,Mumbai,evening,9.09514897807462,195,32,4.626750376853761,1819.6977606457651,0.0,0.0,0.045199368302891,0.0,0.0,LOW,synthetic
DRV0476,Sunita Rao,Bangalore,full_day,8.16769765855591,200,47,5.0,1652.9752371755062,0.0514706626089612,0.0,0.0,0.0,0.0,LOW,synthetic
DRV0477,Deepak Das,Delhi,morning,7.292835883939831,172,18,4.513303334265463,1248.3252645448335,0.660108282213456,0.4838968635333625,0.8949428706954662,2.0,28.69014881969131,MEDIUM,synthetic
DRV0478,Nisha Mehta,Delhi,afternoon,8.090749069497045,171,47,4.490191971667507,1403.8285530270298,0.0012833979297211,0.0178621198593867,0.0,0.0,0.6917720307702201,LOW,synthetic
DRV0479,Ramesh Shah,Mumbai,morning,8.68645125375877,202,13,4.518720680804271,1772.9566337535791,0.021372529539077,0.0,0.020453263452483,0.0,0.0,LOW,synthetic
DRV0480,Lakshmi Bose,Pune,evening,7.106472947828155,187,24,4.813354904093923,1352.2825298737032,0.0069249674300634,0.0561555687722263,0.0,0.0,0.0,LOW,synthetic
DRV0481,Arjun Sharma,Pune,afternoon,8.711012595401723,179,35,4.503151526619292,1536.0781007533822,0.0,0.0559013859788014,0.0,0.0,0.3966682667299262,LOW,synthetic
DRV0482,Priya Kumar,Hyderabad,afternoon,7.015514589689716,191,29,4.790274126125138,1308.8112069432525,0.0,0.0082790095211491,0.0282712208634278,0.0,0.3192505808642429,LOW,synthetic
DRV0483,Rahul Singh,Mumbai,evening,7.799588977763936,205,31,4.4017740779064285,1573.0366382820027,0.7696750111109785,0.8579203493095675,0.6528614432483494,1.0,30.95480398329205,HIGH,synthetic
DRV0484,Anjali Patel,Hyderabad,morning,8.095939684290425,193,8,5.0,1575.939646241366,0.4761753846421499,0.5163081418434771,0.4511536862325675,2.0,19.98880712528437,LOW,synthetic
DRV0485,Vikram Gupta,Bangalore,afternoon,7.816835049021001,190,41,4.78181007604897,1513.6765069878857,0.5125072153107822,0.546102596501205,0.4211852933065874,2.0,20.35515052140721,MEDIUM,synthetic
DRV0486,Meera Verma,Mumbai,evening,7.023596888613129,175,32,4.786701359167531,1195.6389765741465,0.0,0.0172349260514714,0.0,0.0,0.0413383712069419,LOW,synthetic
DRV0487,Suresh Mishra,Hyderabad,evening,8.233795140771118,195,46,4.689561229274787,1631.440284494055,0.7867272626490622,0.9029546655139568,0.5662406824708236,1.0,29.28628165045012,MEDIUM,synthetic
DRV0488,Kavita Joshi,Ahmedabad,evening,6.217213163490906,182,47,4.79316908056247,1159.7151661038297,0.0,0.0,0.0,0.0,0.1965947801532296,LOW,synthetic
DRV0489,Amit Nair,Pune,full_day,8.843910926632372,182,29,4.499738338602415,1644.4260753035203,0.0297613749434105,0.012363883313639,0.025996655085352,0.0,0.0,LOW,synthetic
DRV0490,Pooja Reddy,Chennai,full_day,7.464479730836081,187,27,4.615938617992307,1391.5129917089666,0.6262657537110106,0.8424199495819839,0.4407459261385368,1.0,25.042843335657537,MEDIUM,synthetic
DRV0491,Rajesh Iyer,Pune,evening,8.51330427362754,174,14,4.907672152703962,1503.794432880673,0.0,0.0,0.0127062254914915,0.0,0.0,LOW,synthetic
DRV0492,Sunita Rao,Bangalore,afternoon,7.683754199205467,194,21,4.901011633184913,1458.8315831931611,0.0,0.0039621091690184,0.0061998347609967,0.0,0.0,LOW,synthetic
DRV0493,Deepak Das,Delhi,afternoon,7.176423153392308,200,47,4.704605702713495,1412.6851360696985,0.0,0.0,0.0024504349461246,0.0,0.0,LOW,synthetic
DRV0494,Nisha Mehta,Delhi,afternoon,7.578846375366903,181,22,4.810375395516113,1425.712072089688,0.336865574225239,0.3336538725868123,0.3225500052408638,1.0,12.989225955233987,LOW,synthetic
DRV0495,Ramesh Shah,Hyderabad,afternoon,6.0,202,41,4.772037472588104,1196.2116167177514,0.0010037885361234,0.0,0.0,0.0,1.765423451926387,LOW,synthetic
DRV0496,Lakshmi Bose,Hyderabad,morning,7.475252843451506,170,10,4.617817741801575,1325.9217075272386,0.0,0.0,0.0030466252530755,0.0,0.0,LOW,synthetic
DRV0497,Arjun Sharma,Kolkata,morning,7.365515629099289,182,27,4.58625883756859,1304.1182666225416,0.5659785377308099,0.4793079190673144,0.5230924739288174,2.0,22.183389496282683,MEDIUM,synthetic
DRV0498,Priya Kumar,Bangalore,evening,8.955700105869372,181,42,4.6926255413799804,1649.441585350512,6.390469392830978e-05,0.0366529601049951,0.0,0.0,0.0,LOW,synthetic
DRV0499,Rahul Singh,Pune,full_day,8.497543348223294,195,32,4.905660580576799,1641.9924032910517,0.0090036076616834,0.0,0.0,0.0,1.734114599353799,LOW,synthetic
DRV0500,Anjali Patel,Chennai,full_day,8.361406642268564,170,36,4.498746191308116,1435.238278652914,0.4301143822539532,0.4946110314895789,0.2106363728413152,1.0,15.800372257216583,LOW,synthetic
DRV0501,Vikram Gupta,Kolkata,morning,8.609508456599832,193,39,4.808096424846024,1666.4262860170622,0.496407983586815,0.4986307719642118,0.5193137739421914,3.0,20.443463520699783,MEDIUM,synthetic
DRV0502,Meera Verma,Ahmedabad,morning,6.577468626152229,175,24,4.902358240491747,1135.901600798523,0.0,0.0,0.0105395377647238,0.0,0.9660008123630062,LOW,synthetic
DRV0503,Suresh Mishra,Delhi,morning,7.435540945717909,192,32,4.795189133970629,1392.4792323648253,0.0154775207750905,0.0406503325543606,0.0169434421730891,0.0,2.77556114848695,LOW,synthetic
DRV0504,Kavita Joshi,Pune,afternoon,6.8333837299393405,194,46,4.825419391727303,1287.596073855345,0.5836233417885295,0.5898820180276277,0.4922190476936883,2.0,21.659499433887685,MEDIUM,synthetic
DRV0505,Amit Nair,Ahmedabad,afternoon,7.918274258998361,183,12,4.811773343545965,1446.8047611581685,0.0096857950372018,0.0691671202984819,0.0495100624536363,0.0,1.301175784694843,LOW,synthetic
DRV0506,Pooja Reddy,Chennai,full_day,9.062048454555775,182,39,5.0,1609.0849657874217,0.0050495198540299,0.0079282149628223,0.0,0.0,0.0,LOW,synthetic
DRV0507,Rajesh Iyer,Pune,morning,8.420326179308363,198,21,4.71151485791956,1675.131405831694,0.587698918020605,0.739017342195611,0.3091847972858098,1.0,22.039320238994897,MEDIUM,synthetic
DRV0508,Sunita Rao,Hyderabad,afternoon,6.0,202,40,4.788272149885376,1222.1060952346838,0.0436768797461508,0.0010849161134438,0.0,0.0,0.0,LOW,synthetic
DRV0509,Deepak Das,Ahmedabad,afternoon,7.397686236285158,181,45,4.836160967725367,1352.5340343592118,0.5937316275968954,0.6693193584140585,0.5364734804859729,4.0,23.23429572421422,MEDIUM,synthetic
DRV0510,Nisha Mehta,Hyderabad,afternoon,7.111156341699149,190,27,4.781915337150545,1316.317027869622,0.0,0.0,0.0,0.0,1.445724420122873,LOW,synthetic
DRV0511,Ramesh Shah,Ahmedabad,morning,6.900229340943753,195,16,4.501881709294536,1337.96895070291,0.6738119576133617,0.3675498117347132,0.9477220733619652,1.0,26.99595520224729,MEDIUM,synthetic
DRV0512,Lakshmi Bose,Hyderabad,evening,9.354979032630087,199,33,4.4,1858.9061355733672,0.0,0.0119058337509903,0.0,0.0,0.0,LOW,synthetic
DRV0513,Arjun Sharma,Delhi,full_day,9.484020088970045,174,36,4.694605807343412,1656.9314175731936,0.6551516024869497,0.8359198877477638,0.4139944776281714,3.0,26.70278937861502,MEDIUM,synthetic
DRV0514,Priya Kumar,Bangalore,morning,8.471840108589413,196,29,4.592446856105273,1655.122591889352,0.6436463385703398,0.6199338742314023,0.5716683246710184,6.0,28.79965152626957,MEDIUM,synthetic
DRV0515,Rahul Singh,Pune,full_day,8.53751188314559,192,30,4.887168409491959,1667.3448621613588,0.0859229059608168,0.0539946146227083,0.0237993800635888,0.0,0.0,LOW,synthetic
DRV0516,Anjali Patel,Bangalore,full_day,6.062282931584589,187,44,4.619759133010834,1114.3133978214262,0.0474114153674389,0.0210702515515976,0.0276172845702196,0.0,0.0,LOW,synthetic
DRV0517,Vikram Gupta,Bangalore,evening,7.144865778637271,170,21,4.6799688316544055,1287.470971477267,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV0518,Meera Verma,Kolkata,full_day,6.510911152523463,203,42,4.816354186378398,1337.974912850338,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV0519,Suresh Mishra,Kolkata,full_day,7.403387211206947,174,40,4.610783546449034,1269.783296728597,0.548408141243701,0.935340112157673,0.3640892392185403,1.0,26.57656207186202,MEDIUM,synthetic
DRV0520,Kavita Joshi,Mumbai,morning,6.0,179,10,4.793666741362001,1114.663178997634,0.0,0.0329029144963198,0.009823436881604,0.0,0.0,LOW,synthetic
DRV0521,Amit Nair,Hyderabad,evening,8.361203856483161,205,27,4.60885591551023,1686.9951412651944,0.0036630043153686,0.0399595393884136,0.0176613077140165,0.0,0.4107137141163616,LOW,synthetic
DRV0522,Pooja Reddy,Ahmedabad,afternoon,7.1317672521285,179,10,4.99737453767078,1276.3968781126548,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV0523,Rajesh Iyer,Pune,morning,7.3718767785821,197,15,4.781693042121743,1434.9823771996269,0.7278141603041364,0.5944711948256357,0.7761851362156618,2.0,25.74806920282905,MEDIUM,synthetic
DRV0524,Sunita Rao,Ahmedabad,afternoon,7.383549870064696,182,45,4.781868839182051,1361.7964239284995,0.6347622862555051,0.6722459487816791,0.5356293423389077,4.0,25.54050571635833,MEDIUM,synthetic
DRV0525,Deepak Das,Bangalore,afternoon,8.433458588290602,201,29,4.610898338923204,1694.891347080357,0.6079298428814743,0.550545061357726,0.7035404573810944,3.0,24.106422756822028,MEDIUM,synthetic
DRV0526,Nisha Mehta,Kolkata,full_day,6.64506818387993,174,34,4.810035851843712,1189.0116071097927,0.0,0.0038295331956936,0.0415328392948314,0.0,0.0,LOW,synthetic
DRV0527,Ramesh Shah,Chennai,morning,6.148879885888827,178,42,4.904024039292996,1122.8676439952208,0.0478000289298884,0.0389080193865026,0.0500120667239639,0.0,0.0,LOW,synthetic
DRV0528,Lakshmi Bose,Delhi,evening,8.785193301731862,186,18,4.693490067637529,1629.6687323781964,0.6351769020715413,0.946066729344979,0.3206947767729653,1.0,22.02672771055627,MEDIUM,synthetic
DRV0529,Arjun Sharma,Chennai,morning,6.048066940265241,195,21,4.996833604001231,1167.5997520077285,0.5799885427583902,0.6331848757268059,0.6346598861158831,5.0,26.12065722812414,MEDIUM,synthetic
DRV0530,Priya Kumar,Ahmedabad,afternoon,8.033499015114229,190,34,4.7945868722759535,1553.491503165748,0.0,0.0,0.031655263335261,0.0,0.0,LOW,synthetic
DRV0531,Rahul Singh,Kolkata,evening,8.72548410539157,193,40,4.870952726083621,1689.9051421262889,0.6903107394851742,0.9376090067638284,0.4915862243769545,1.0,28.77713820538367,MEDIUM,synthetic
DRV0532,Anjali Patel,Mumbai,morning,6.26793301589222,177,14,4.801018487026938,1050.5244270791318,0.0138759601734839,0.0580494179308106,0.0479130311612396,0.0,0.0,LOW,synthetic
DRV0533,Vikram Gupta,Delhi,morning,8.379117208538501,194,27,4.508687106334376,1595.8061394754534,0.3634697946255691,0.3840338429863053,0.3369950396835067,1.0,15.265929874692317,LOW,synthetic
DRV0534,Meera Verma,Mumbai,evening,8.473768941007593,177,25,4.701124163765586,1502.8601030748357,0.6345524731890908,0.7528328871883063,0.6238754762167702,2.0,24.96113035043903,MEDIUM,synthetic
DRV0535,Suresh Mishra,Chennai,full_day,7.99272431432969,184,17,4.729416487661968,1445.4649290234818,0.6867615649857788,0.5734831313291273,0.6515296906195928,5.0,27.22731953442392,MEDIUM,synthetic
DRV0536,Kavita Joshi,Hyderabad,afternoon,8.655258328574257,191,21,4.583296665760895,1640.9058409202469,0.7447532277374039,0.6781368913273154,0.9077337286844204,1.0,32.330973257443944,HIGH,synthetic
DRV0537,Amit Nair,Delhi,afternoon,6.57658919991458,186,22,4.489007512967892,1228.6674857058238,0.6356579319941168,0.8240089878497888,0.4751243492126329,1.0,26.60742997369064,MEDIUM,synthetic
DRV0538,Pooja Reddy,Chennai,full_day,8.9843086535974,189,24,4.802211770328485,1692.4310031243897,0.0,0.0,0.0143500815931779,0.0,0.0,LOW,synthetic
DRV0539,Rajesh Iyer,Bangalore,full_day,6.059032166480046,187,42,4.604053227097994,1152.6662558204882,0.0,0.0001597196934211,0.0,0.0,0.032771543237171,LOW,synthetic
DRV0540,Sunita Rao,Kolkata,full_day,6.752452331236912,202,43,4.768387696783601,1288.488296725702,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV0541,Deepak Das,Ahmedabad,afternoon,8.05326569152165,187,13,4.81002134729939,1470.0305764216655,0.0,0.0,0.0111483040941235,0.0,1.744326126755329,LOW,synthetic
DRV0542,Nisha Mehta,Kolkata,afternoon,8.055560142890082,180,38,4.904128882607853,1468.4912800997106,0.6467331326457466,0.7412528528878906,0.5298593750722915,2.0,26.146423849542312,MEDIUM,synthetic
DRV0543,Ramesh Shah,Bangalore,evening,8.944602394229724,186,46,4.664759841979876,1629.1282412056146,0.0048578470932167,0.0300724566047031,0.0,0.0,0.1053595203942823,LOW,synthetic
DRV0544,Lakshmi Bose,Hyderabad,morning,7.703141812164961,189,9,4.598059419283297,1447.664396917845,0.6529559137361037,0.8274936689584792,0.4456558712273342,3.0,25.233212255734365,MEDIUM,synthetic
DRV0545,Arjun Sharma,Pune,afternoon,7.74415696414647,195,45,4.4,1474.982465951402,0.6634636486375237,0.7215916583466644,0.5574388775127487,3.0,27.349697825085,MEDIUM,synthetic
DRV0546,Priya Kumar,Kolkata,morning,8.636658498918521,192,37,4.792462377722309,1670.5640199265345,0.4897604765746068,0.4598069286232806,0.5821046328750186,3.0,21.410162462987124,MEDIUM,synthetic
DRV0547,Rahul Singh,Pune,afternoon,7.248012384293379,195,19,4.477750759604957,1404.2317834921753,0.8987146064938606,0.9122790401205144,0.9281918186572816,1.0,36.69550260788175,HIGH,synthetic
DRV0548,Anjali Patel,Kolkata,full_day,7.402138526237964,174,41,4.60692016779867,1259.4950252653737,0.6019980725169558,0.8675458272458819,0.3846440234003783,1.0,24.68117949100056,MEDIUM,synthetic
DRV0549,Vikram Gupta,Kolkata,full_day,7.136867276527458,193,13,4.729293896739663,1365.9063913351708,0.6784839247652051,0.6198109487314084,0.7655196417294298,6.0,26.67232612814789,MEDIUM,synthetic
DRV0550,Meera Verma,Delhi,morning,7.209051808845647,194,28,4.8044066734580735,1374.796218055733,0.0,0.0544344904485742,0.0,0.0,0.0,LOW,synthetic
DRV0551,Suresh Mishra,Hyderabad,evening,7.701035020807854,184,15,4.664094889910001,1422.5440040193132,0.6992660928525882,0.9996585860762538,0.4839997189216414,1.0,27.63509925741138,MEDIUM,synthetic
DRV0552,Kavita Joshi,Pune,afternoon,8.69459199677887,179,36,4.504748741621894,1572.5483648804775,0.0,0.0224459975783672,0.0086855897460871,0.0,1.5949820570878228,LOW,synthetic
DRV0553,Amit Nair,Ahmedabad,afternoon,6.444742617387844,180,9,4.4,1127.276251545005,0.4990953952501799,0.5489749048741919,0.4852707845499581,3.0,19.08999132482839,LOW,synthetic
DRV0554,Pooja Reddy,Delhi,morning,7.75693195260005,197,37,4.981692939093824,1548.587490200481,0.0,0.0,0.0289743388013922,0.0,0.0,LOW,synthetic
DRV0555,Rajesh Iyer,Delhi,full_day,6.341769560621081,184,19,4.805879872221978,1138.6612762240045,0.5584577689483365,0.8529167107583995,0.2791525809513096,1.0,20.68051961310653,MEDIUM,synthetic
DRV0556,Sunita Rao,Hyderabad,afternoon,7.989600371156039,191,27,5.0,1554.1156809541485,0.0089424442268971,0.0021729755098891,0.0017177226858307,0.0,0.4319116070460361,LOW,synthetic
DRV0557,Deepak Das,Delhi,afternoon,6.324707544850273,181,10,4.888884639818263,1181.2116223873604,0.0147091983778523,0.0312738846010367,0.0,0.0,1.5743757107602236,LOW,synthetic
DRV0558,Nisha Mehta,Hyderabad,morning,7.550530035366366,170,12,4.572668870034496,1277.4702478138215,0.0,0.0,0.0726593991029731,0.0,0.4785147857979088,LOW,synthetic
DRV0559,Ramesh Shah,Ahmedabad,full_day,6.305433957060584,183,29,4.666550965543005,1146.5698307044408,0.0131566268767224,0.0070352643090147,0.0,0.0,0.7661374163058079,LOW,synthetic
DRV0560,Lakshmi Bose,Pune,full_day,9.564734440857489,170,15,4.788931336231043,1590.8703445251492,0.776678553176227,0.8212137887191735,0.6932751334739561,1.0,28.63018874285041,MEDIUM,synthetic
DRV0561,Arjun Sharma,Chennai,evening,8.153688928243797,185,18,4.697414369597984,1509.0551995893532,0.7141128128358672,0.8365451584420824,0.7561343417762059,1.0,30.090342525806054,HIGH,synthetic
DRV0562,Priya Kumar,Hyderabad,morning,7.775325152237934,181,24,4.791420129214472,1414.9336155745464,2.938448954092426e-05,0.0548112236652298,0.0,0.0,0.0,LOW,synthetic
DRV0563,Rahul Singh,Delhi,full_day,9.35493773609277,174,20,4.888638742528701,1600.490486003583,0.673433158821017,0.8443766638101302,0.6829785881935294,1.0,30.0793027440431,HIGH,synthetic
DRV0564,Anjali Patel,Mumbai,afternoon,8.138336056018037,197,12,4.509442736484417,1604.5695049307394,0.0,0.0254860057881295,0.0,0.0,0.6668608294167243,LOW,synthetic
DRV0565,Vikram Gupta,Pune,full_day,6.775124623807777,180,37,5.0,1225.6062894315842,0.0087054730255479,0.0,0.0,0.0,0.0,LOW,synthetic
DRV0566,Meera Verma,Delhi,afternoon,6.492923527020944,182,11,4.903318734769553,1188.9225333916545,0.0307474088267969,0.0254656564923855,0.0,0.0,1.0885970920316836,LOW,synthetic
DRV0567,Suresh Mishra,Mumbai,evening,7.783770457424195,205,29,4.413576132083251,1559.8000240017843,0.7507149473098752,0.8429315042196702,0.6421795351199612,1.0,30.98286576110201,HIGH,synthetic
DRV0568,Kavita Joshi,Pune,afternoon,6.205916576703276,196,28,4.789087264402963,1244.7490627475754,0.7501878649018052,0.6584861795591495,0.6483222403685153,7.0,29.734610260230657,MEDIUM,synthetic
DRV0569,Amit Nair,Hyderabad,evening,8.418026224360139,204,47,4.48180024118789,1758.9682756301872,0.0101011222897684,0.062332990124648,0.0,0.0,2.509870042412752,LOW,synthetic
DRV0570,Pooja Reddy,Chennai,evening,8.610415488446911,188,44,4.8913149086994165,1602.490265716056,0.0,0.0188566111558695,0.0001914450822216,0.0,0.6603117548634211,LOW,synthetic
DRV0571,Rajesh Iyer,Pune,afternoon,7.065392417177522,188,12,4.690168126598499,1330.275989227593,0.8314221698021164,0.8529569565680187,0.7026070610473719,2.0,31.40534715203852,HIGH,synthetic
DRV0572,Sunita Rao,Pune,afternoon,6.116456746039977,197,30,4.7658922311757,1232.832155307506,0.6239653909388294,0.6781821839952131,0.6752717567042874,7.0,28.73369735533783,MEDIUM,synthetic
DRV0573,Deepak Das,Hyderabad,afternoon,7.026668961390928,193,9,4.690928569841472,1348.7623164234974,0.5205689424623225,0.6067112718012878,0.4479094186716822,1.0,21.95885677538176,MEDIUM,synthetic
DRV0574,Nisha Mehta,Pune,afternoon,6.168151981800661,197,27,4.818370877503643,1221.990231685965,0.6343822819681333,0.5901514414120517,0.7058604707615657,7.0,30.755403191294366,HIGH,synthetic
DRV0575,Ramesh Shah,Pune,morning,7.239220457336074,198,14,4.813316172221886,1447.835787315906,0.6313170948728843,0.5306824038337203,0.7718710998119269,2.0,27.751611452401576,MEDIUM,synthetic
DRV0576,Lakshmi Bose,Delhi,morning,7.765081648524572,196,39,5.0,1536.6581659809915,0.0309625284915766,0.021634607682542,0.0279286854632904,0.0,0.0,LOW,synthetic
DRV0577,Arjun Sharma,Hyderabad,evening,8.359708251588955,193,43,4.702188476023508,1641.8356885801973,0.7216402501396705,0.877734290658052,0.5287227910789905,1.0,28.338737129953017,MEDIUM,synthetic
DRV0578,Priya Kumar,Kolkata,full_day,7.248853400796282,175,41,4.624091527323868,1257.9584466982028,0.665532971537255,0.8662290494558507,0.3492719248550813,1.0,25.039901274785425,MEDIUM,synthetic
DRV0579,Rahul Singh,Hyderabad,afternoon,7.000690557198211,189,28,4.782372082415524,1316.877386791256,0.0,0.0,0.0124515303026851,0.0,0.7703307775589867,LOW,synthetic
DRV0580,Anjali Patel,Bangalore,morning,6.148713544064252,175,19,4.883957358950823,1112.4990382882495,0.0,0.0,0.0,0.0,1.3336234663713922,LOW,synthetic
DRV0581,Vikram Gupta,Pune,full_day,8.659872066911175,178,38,4.818694194118815,1584.4840293400218,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV0582,Meera Verma,Kolkata,full_day,6.87472458207218,174,34,4.800458999794991,1202.1030955139004,0.0930179882553995,0.0323819192969483,0.0260342724618349,0.0,1.1566940710447131,LOW,synthetic
DRV0583,Suresh Mishra,Chennai,full_day,8.672137774238939,177,21,4.6888399979490645,1557.746967609354,0.4268358124975191,0.4094084093482448,0.3941110521077667,1.0,18.294054068808425,LOW,synthetic
DRV0584,Kavita Joshi,Mumbai,morning,6.380790233288648,179,45,4.709177114191443,1132.0849441469272,0.0178245483463864,0.0,0.0,0.0,0.0,LOW,synthetic
DRV0585,Amit Nair,Ahmedabad,full_day,8.152371807454978,182,41,4.792709400556679,1520.5919692211098,0.0188879911252854,0.0107501490233949,0.0330631710790972,0.0,0.0,LOW,synthetic
DRV0586,Pooja Reddy,Hyderabad,evening,8.528641369873847,206,48,4.486074063852944,1755.5706083845614,0.0,0.0,0.0167819742525734,0.0,1.0057899216345154,LOW,synthetic
DRV0587,Rajesh Iyer,Ahmedabad,afternoon,7.1647701060263165,205,31,4.885611382392694,1484.134625375381,0.0878318279907044,0.0019772283851611,0.0055024265619337,0.0,0.0,LOW,synthetic
DRV0588,Sunita Rao,Ahmedabad,full_day,7.901193555488271,206,37,4.5053465546947296,1655.8126942633653,0.6547414132024377,0.3834144163646605,0.8740928750857904,1.0,25.337137729278016,MEDIUM,synthetic
DRV0589,Deepak Das,Kolkata,full_day,7.300878950949809,171,41,4.703422192494015,1234.7253243874493,0.0117238763607703,0.0,0.0,0.0,0.7435587630308217,LOW,synthetic
DRV0590,Nisha Mehta,Delhi,evening,9.088859706365982,199,37,4.6252196724014745,1826.3043898154867,0.8116933718657035,0.8261156979417809,0.7824140229670536,1.0,30.906189487862584,HIGH,synthetic
DRV0591,Ramesh Shah,Bangalore,evening,8.376508913624948,196,22,4.895176547643079,1604.1058550270204,0.5640264097329823,0.7893345686994208,0.4796847473759086,2.0,24.517356701103104,MEDIUM,synthetic
DRV0592,Lakshmi Bose,Hyderabad,morning,7.784398981260641,170,12,4.594892879518672,1288.2664768353304,0.0,0.0084585831888243,0.0079053515638917,0.0,0.2930752813802977,LOW,synthetic
DRV0593,Arjun Sharma,Ahmedabad,morning,6.0,204,29,4.623937473819782,1204.186198215854,0.0,0.0,0.0,0.0,0.0,LOW,synthetic
DRV0594,Priya Kumar,Mumbai,full_day,8.53896001360882,174,27,4.816388819660931,1414.5650064941522,0.0319014273846902,0.0,0.0,0.0,0.0,LOW,synthetic
DRV0595,Rahul Singh,Bangalore,morning,7.112306033705225,180,13,4.702409293253667,1274.5871069774644,0.6332280185741286,0.7688973081572282,0.531743438063239,2.0,28.4216998693701,MEDIUM,synthetic
DRV0596,Anjali Patel,Pune,full_day,6.893964940922512,190,12,4.974044296422117,1250.2190745187472,0.0,0.0,0.0,0.0,1.259520931837236,LOW,synthetic
DRV0597,Vikram Gupta,Mumbai,morning,8.792989975320802,198,36,4.786500903053253,1715.9856059951285,0.0,0.0348731101293541,0.0028647369717349,0.0,0.5289526636825734,LOW,synthetic
DRV0598,Meera Verma,Hyderabad,morning,7.704596185209184,190,9,4.582473062705893,1487.9449913483277,0.5926688272862587,0.8997225190189294,0.3999425127085774,3.0,28.740088615644652,MEDIUM,synthetic
DRV0599,Suresh Mishra,Pune,afternoon,6.347263323448464,198,27,4.800606101092195,1229.9215336734555,0.6479080449894586,0.6278232442146662,0.6313973300619456,7.0,29.92846284098691,MEDIUM,synthetic
DRV0600,Kavita Joshi,Pune,afternoon,7.789696464678314,201,18,4.591547569667675,1577.205944985382,0.017449938628225,0.0023899962908187,0.0055681317125333,0.0,2.451549040057013,LOW,synthetic
DRV0601,Amit Nair,Ahmedabad,full_day,8.053114106846952,203,38,4.526652264687091,1611.4125281819995,0.5922676566508752,0.2948136773976456,0.9382225348195125,1.0,26.087321890993667,MEDIUM,synthetic
DRV0602,Pooja Reddy,Ahmedabad,full_day,6.22210227339832,183,28,4.673870963431659,1134.1487282600715,0.0454174381597407,0.0,0.0106792127693819,0.0,0.3353990178370123,LOW,synthetic
DRV0603,Rajesh Iyer,Kolkata,afternoon,8.214629377302641,181,37,4.88068985024314,1475.8772829617828,0.6450619296399215,0.7541071880888676,0.4751775105140745,2.0,26.535167378151407,MEDIUM,synthetic
DRV0604,Sunita Rao,Hyderabad,full_day,8.707224540178961,193,45,4.704067559562525,1651.7206221798367,0.0111346634311606,0.0,0.0,0.0,0.0,LOW,synthetic
DRV0605,Deepak Das,Bangalore,full_day,8.783914850024663,170,9,4.708670166070217,1481.532585999049,0.0002634963569958,0.0,0.0,0.0,0.0,LOW,synthetic
DRV0606,Nisha Mehta,Ahmedabad,morning,6.90502132718637,185,34,4.456982451101556,1254.0177537066083,0.0,0.060247333825637,0.0,0.0,0.0,LOW,synthetic
DRV0607,Ramesh Shah,Hyderabad,morning,7.855611662788275,182,26,4.771144507007698,1429.3980523309272,0.0,0.0,0.0295076952808,0.0,0.0,LOW,synthetic
DRV0608,Lakshmi Bose,Hyderabad,morning,8.070119990787376,183,22,4.595616935581486,1475.1557308878462,0.7591446618144759,0.7812898635201742,0.6412146976340121,4.0,34.248492353943284,HIGH,synthetic
DRV0609,Arjun Sharma,Mumbai,full_day,8.636321456128265,184,11,4.722547584672659,1591.1434709194857,0.639029416495009,0.6044876826815794,0.7898051321213986,1.0,29.2176331421294,MEDIUM,synthetic
DRV0610,Priya Kumar,Bangalore,evening,8.799846303482784,187,45,4.731388701228258,1652.9316718373957,0.006074037586476,0.0,0.0,0.0,0.0,LOW,synthetic
